FEAT,LAT,LONG,DIMEN( km),MVC#,C1-MIDR,FMIDR,    COMMENTS,NAMES,OTHER CLASSIFICATIONS
SF,48,216,200, 48/216SF,45N223,,Mottled radar bright and radar dark flows,,
SF,48,334,150, 48/334SF,45N329,,Radar dark and radar bright shields w/associated flows; possible amoeboid-type flows,,
SF,47.5,62,200x100, 47.5/62SF,45N053,,Dispersed group of Radar bright shields,,
SF,47.5,225,500x225, 47.5/225SF,45N223,,High # density cluster,,
SF,47.5,311,50, 47.5/311SF,45N307,,,,
SF,47,126,300, 47/126SF,45N117,,,,
SF,47,356,300, 47/356SF,45N350,,,,
SF,46,59.5,100, 46/59.5SF,45N053,,Domical small shields with radar bright 20 km diameter aprons in radar dark plains area,,
SF,46,187,70, 46/187SF,45N180,,"Radar dark shields, radar bright pits; radar bright surrounding region",,
SF,46,196,100, 46/196SF,45N202,,Radar dark plains,,
SF,45.5,292,150, 45.5/292SF,45N286,,Radar dark shields; moderate # density,,
SF,45.5,323.5,150,45.5/323.5SF,45N329;2,,Moderate # density; associated Radar dark plains,,
SF,45,81,500x300, 45/81SF,45N074,,,,
SF,44.5,72,300, 44.5/72SF,45N074,,Located within tessera,,
SF,44.5,191,150, 44.5/191SF,45N202,,Associated w/ radar bright flows and radial fractures,,
SF,44.5,222,100, 44.5/222SF,45N223,,Located inside CO,,
SF,44.5,314,50, 44.5/314SF,45N307,,,,
SF,44.5,330,130, 44.5/330SF,45N329,,Moderate to high # density; equant field; well-defined field,,
SF,44,25,80, 44/25SF,45N032,,"Steeper edifices than average, with central pits",,
SF,44,56.5,50, 44/56.5SF,45N053,,Small fields; group of 7 to 8 shields,,
SF,44,120,1200x300, 44/120SF,45N117,,,,
SF,44,325,100x125,44/325SF,45N329;2,,Radar bright halos; moderate # density,,
SF,43.5,99,120, 43.5/99SF,45N096,,,,
SF,43.5,316.5,50, 43.5/316.5SF,45N307,,,,
SF,43,95,300-200, 43/95SF,45N096,,Low # density,,
SF,43,130.5,225x80, 43/130.5SF,45N138,,Radar bright flows,,
SF,43,214.5,50, 43/214.5SF,45N223,,Located inside AR,,
SF,43,219,75x50, 43/219SF,45N223,,Located inside AR,,
SF,43,335,150,43/335/SF,45N329;2,,Moderate # density; associated w/radar bright material,,
SF,42.5,163,150, 42.5/163SF,45N159,,Radar dark plains surrounding,,
SF,42.5,229,70, 42.5/229SF,45N223,,Located inside CO,,
SF,42.5,284,200x100, 42.5/284SF,45N286,,,,
SF,42.5,319.5,200x300,42.5/319.5SF,45N329;2,,Moderate # density,,
SF,42,6,300, 42/6SF,45N011,,,,
SF,42,232,100, 42/232SF,45N244,,,,
SF,42,308,75, 42/308SF,45N307,,Associated lava flows appear to be from part of major fracture trend,,
SF,42,315,150, 42/315SF,45N307,,Located in Radar bright terrain,,
SF,41.5,15.5,75,41.5/15.5SF,45N011,,Located interior of 41.5/15.5AR,,
SF,41.5,323,300,41.5/323SF,45N329;2,,Morphologically diverse cluster; include Radar dark amoeba-like small shields,,
SF,41,40,50,41/40SF,45N032;201,,Moderate # density,,
SF,41,132,180x90, 41/132SF,45N138,,,,
SF,41,177.5,150, 41/177.5SF,45N180,,Situated on linear segment of tessera,,
SF,41,237,200, 41/237SF,45N244,,,,
SF,41,272,150, 41/272SF,45N265,,High # density; located in interior of CO at 41/272,,
SF,41,275,100, 41/275SF,45N286,,Radar bright shields; radar dark plains; low # density,,
SF,40.5,128.5,250, 40.5/128.5SF,45N138,,May be continuation of 1200 km long 44/120 SF; radar bright flows.,,
SF,40,62.5,100, 40/62.5SF,45N053,,Dispersed group of Radar bright shields,,
SF,40,183,100, 40/183SF,45N180,,Lies on linear segment of tessera,,
SF,40,189,100, 40/189SF,45N180,,Radar bright flows radiating,,
SF,40,267,100, 40/267SF,45N265,,Possibly associated flows?,,
SF,40,335,600, 40/335SF,45N329,,Region of high shield # density; several smaller clusters?; west side of Zorile Dorsa; some circular radar bright patches,,
SF,39.5,172.5,150, 39.5/172.5SF,45N180,,,,
SF,39,117,250, 39/117SF,45N117,,,,
SF,39,269.5,60, 39/269.5SF,45N265,,Associated radial fractures and flows?; field developed on intersection of radial fractures,,
SF,39,288.5,250, 39/288.5SF,45N286,,Moderate to high # density,,
SF,38,10,200, 38/10SF,45N011,,,,
SF,38,97,300, 38/97SF,45N096,,High # density cluster surrounding islands of tessera,,
SF,38,241,250, 38/241SF,45N244,,May have some associated radial flows,,
SF,37.5,96,150, 37.5/96SF,30N099,,,,
SF,37,276,150, 37/276SF,30N279,,Low # density,,
SF,36.5,120,200, 36.5/120SF,30N117,,,,
SF,36.5,126,300-500, 36.5/126SF,30N117,,,,
SF,36.5,201,150, 36.5/201SF,30N207,,,,
SF,36,128,200, 36/128SF,30N135,,Low # density,,
SF,36,236.5,150, 36/236.5SF,30N243,,Radial flow pattern extends from SF cluster out to 150 km; possibly located on an LV?,,
SF,35.5,238.5,100, 35.5/238.5SF,30N243,,Radar bright halos; elongate summit pits parallel to local fracture patterns w/Radar dark surrounding flows,,
SF,35,231,150x100, 35/231SF,30N225,,,,
SF,35,331,140, 35/331SF,30N333,,"""Shield-field"" discussed in 45-day report",,
SF,35,341,300+, 35/341SF,30N351,,,,
SF,35,342,350x225, 35/342SF,30N333,,Loose elongate cluster,,
SF,34.5,250,200, 34.5/250SF,30N243,,Old?; associated w/fractures,,
SF,34,53,200, 34/53SF,30N045,,Low # density,,
SF,34,118,200, 34/118SF,30N117,,,,
SF,34,203,200, 34/203SF,30N207,,Low # density,,
SF,34,346,325, 34/346SF,30N351,,"Radar dark shields, Radar bright flows",,
SF,33.5,91,70-80, 33.5/91SF,30N081,,,,
SF,33.5,117,150, 33.5/117SF,30N117,,,,
SF,33,14,150, 33/14SF,30N009,,,,
SF,33,66,300x90, 33/66SF,30N063,,Elongate along ridge belt,,
SF,33,222,150x100, 33/222SF,30N225,,,,
SF,33,239,300, 33/239SF,30N243,,Well-defined radial flow pattern; LV?; associated circular depression,,
SF,33,294,200, 33/294SF,30N297,,Radar bright edifices; moderate # density,,
SF,33,349.5,>400,  33/349.5SF,30N351,,Outer limits embayed by radar dark flows(?),,
SF,32.5,253,200x150, 32.5/253SF,30N261,,,,
SF,32.5,338,150, 32.5/338SF,30N333,,Surrounding associated radar dark plains covering fractures,,
SF,32,123,200, 32/123SF,30N117,,,,
SF,32,198,200, 32/198SF,30N207,,Low # density,,
SF,32,212,200, 32/212SF,30N207,,Low # density,,
SF,32,293,300x100, 32/293SF,30N297,,Low # density,,
SF,32,327.5,50,32/327.5SF,30N333;2,,Located on rim of 32.5/326.5AR,,
SF,31.5,310,100, 31.5/310SF,30N315,,Clear example; radar bright shields (5-10 km diameter) w/central pits,,
SF,31.5,331.5,<100, 31.5/331.5SF,30N333,,Located within fracture belt,,
SF,31,131,150, 31/131SF,30N135,,,,
SF,31,280,200, 31/280SF,30N279,,Low to average # density,,
SF,30.5,90,220, 30.5/90SF,30N081,,,,
SF,30.5,128,150, 30.5/128SF,30N135,,Radar bright aureoles,,
SF,30.5,215.5,80x50, 30.5/215.5SF,30N225,,Radar bright shields,,
SF,30.5,270,80, 30.5/270SF,30N279,,Average # density,,
SF,30.5,306,40, 30.5/306SF,30N315,,High # density in small area; located in center of faint CO at 31/306,,
SF,30.5,331,80, 30.5/331SF,30N333,,Edge of fracture belt,,
SF,30,210,75, 30/210SF,30N207,,Corona-like local concentric pattern around field,,
SF,30,227.5,50, 30/227.5SF,30N225,,"Cluster of shields w/elongate radar bright pits; radar dark summits, radar bright flanks, and radar bright radial flows ",,
SF,30,272,150x70, 30/272SF,30N279,,Average # density,,
SF,29.5,192,180x90, 29.5/192SF,30N189,,,,
SF,29.5,233,60, 29.5/233SF,30N225,,,,
SF,29,21,150, 29/21SF,30N027,,Regional fractures curve around field,,
SF,29,121,80, 29/121SF,30N117,,,,
SF,28.5,228,100, 28.5/228SF,30N225,,Radar bright shields; clear example of a cluster,,
SF,28.5,233,60, 28.5/233SF,30N225,,,,
SF,28.5,286,100, 28.5/286SF,30N279,,Average # density,,
SF,28.5,306,150, 28.5/306SF,30N297,,"Radar bright shields; ""older"" subdued appearance",,
SF,28,120,250, 28/120SF,30N117,,Radar bright aureoles,,
SF,28,139,100, 28/139SF,30N135,,,,
SF,28,303,300x75, 28/303SF,30N297,,Elongate radar bright summit pits and RF-type flanks; oriented in narrow NS belt,,
SF,28,336,200, 28/336SF,30N333,,"Embays surrounding fractures; ""Radar dark haloes""",,
SF,27.5,95,100, 27.5/95SF,30N099,,,,
SF,27.5,129.5,500x250, 27.5/129.5SF,30N135,,Low # density; parallel to NE-SW ridges,,
SF,27.5,268,250, 57.5/268SF,30N261,,Radar bright and radar dark flows; radar bright haloes on radar dark plain; some RF-type small shield fields ~250 km,,
SF,27,123,150, 27/123SF,30N117,,,,
SF,27,136.5,100, 27/136.5SF,30N135,,Located at exact center of 27/36.5CO; high # density,,
SF,27,290,250, 27/290SF,30N297,,Low # density,,
SF,26.5,78,100, 26.5/78SF,30N081,,,,
SF,26,92,150, 26/92SF,30N081,,,,
SF,26,237.5,400x150, 26/237.5SF,30N243,,Includes 1 approx. IV-size vent; surrounded by Radar dark flows,,
SF,26,314.5,130, 26/314.5SF,30N315,,Field is surrounded by CO-like fracture pattern of 220 km (may be old CO or structure wrapped around SF); low # density field,,"CO, Ref 1"
SF,25.5,104,100, 25.5/104SF,30N099,,,,
SF,25.5,246,100, 25.5/246SF,30N243,,Cluster of a few relatively large shields,,
SF,25.5,330,150,25.5/330SF,30N333;2,,Low # density,,
SF,25,13.5,150, 25/13.5SF,30N009,,Radar bright haloes and flows,,
SF,25,117,300, 25/117SF,30N117,,Broad region w/ low # density,,
SF,25,253,250, 25/253SF,30N261,,Includes several small RF-type shields w/elongate pits,,
SF,25,350,300, 25/350SF,30N351,,One of the areas of small shields embayed and high-lighted by Sif Mons lava flows ,,
SF,24.5,257.5,150, 24.5/257.5SF,30N261,,Predates rift trend,,
SF,24,9.5,100x180, 24/9.5SF,30N009,,Radar bright flows,,
SF,24,79.5,200x100, 24/79.5SF,30N081,,,,
SF,24,271,150, 24/271SF,30N279,,Average # density,,
SF,24,278.5,100, 24/278.5SF,30N279,,Partially buried by flows,,
SF,24,284,100,  24/284SF,30N279,,Low to average # density,,
SF,24,343,150, 24/343SF,30N333,,Radar bright haloes,,
SF,23.5,226.5,100, 23.5/226.5SF,30N225,,"Radar dark shields; high # density cluster, crossed by structural trend",,
SF,23.5,231,100x30, 23.5/231SF,30N225,,Small cluster,,
SF,23.5,259.5,150, 23.5/259.5SF,30N261,,RF-type small shields; area of very radar dark and radar bright flows,,
SF,23.5,307,120, 23.5/307SF,30N315,,Not well defined,,
SF,23,102,300x200, 23/102SF,30N099,,,,
SF,23,246.5,100, 23/246.5SF,30N243,,,,
SF,22.5,306.5,80, 22.5/306.5SF,30N297,,Radar dark shields w/ radar Radar bright plains area,,
SF,22,15,400+, 22/15SF,30N009,,Radar bright flows,,
SF,22,115,300x150, 22/115SF,15N112,,,,
SF,22,318,600-800, 22/318SF,15N317,,"Broad circular region of high # density, radar bright and radar dark; clear example of very large field; some small SSD's also occur",,
SF,21.5,290,, 21.5/290SF,15N283,,"Circular, high # density",,
SF,21,103,300, 21/103SF,15N095,,Low # density,,
SF,21,136,300, 21/136SF,15N129,,,,"CO, Ref 1"
SF,21,337,300, 21/337SF,15N335,,# density slightly above background shield density; far west edge includes shields with shadows or streaks noted in 45-day report,,
SF,21,342,500, 21/342SF,15N335,,Unusual SF on LV-type area,,
SF,21,347,350, 21/347SF,15N352,,Field occurs west and southwest beyond distal flow edges of Sif Mons,,
SF,20,138,400x100, 20/138SF,15N146,,"Area of low # density, associated w/NE-SW structural trend",,
SF,20,183,200, 20/183SF,15N180,,Associated Radar bright aureoles,,
SF,20,288,200, 20/288SF,15N283,,,,
SF,20,290,150, 20/290SF,15N283,,,,
SF,19.5,307,100, 19.5/307SF,15N300,,Radar bright halos around shields; low # density,,
SF,19,15.5,100+, 19/15.5SF,15N009,,Lies on linear fracture trend,,
SF,19,187,100, 19/187SF,15N180,,Radar dark plains region,Nokomis Montes ,
SF,18.5,62,250x200, 18.5/6.2SF,15N060,,,,
SF,18.5,335,300, 18.5/335SF,15N335,,Loose cluster,,
SF,18,236.5,80, 18/236.5SF,15N232,,,,
SF,18,313.5,225, 18/313.5SF,15N317,,"High # density, radar bright,radar dark shields; many asscociated flows extend 200 km radius beyond field",,
SF,18,353,200, 18/353SF,15N352,,Equant; many Radar bright shields and Radar bright flows oriented west and north from shields,,
SF,17.5,91.5,100-150, 17.5/91.5SF,15N095,,radiating flows,,
SF,17,77,200, 17/77SF,15N077,,Fractured plains,,
SF,17,87,150, 17/87SF,15N095,,Near Radar bright fractured high,,
SF,17,131,200, 17/131SF,15N129,,,,
SF,17,204,100, 17/204SF,15N197,,"Equant-shaped field, some Radar bright aureoles",,
SF,17,215,100x60, 17/215SF,15N215,,Radar bright shields on Radar dark plains; near impact crater,,
SF,17,279,400x300, 17/279SF,15N283,,Radar dark shields; associated radar bright and radar dark plains,,
SF,17,354.5,100, 17/354.5SF,15N352,,"Located on axis of prominent linear trend that is part of Gula trend; some ""tadpole""-type LC in middle of field; associated radial flows",,
SF,16.5,288,150, 16.5/288SF,15N283,,Low number density,,
SF,16,102,150, 16/102SF,15N095,,Radar bright region,,
SF,16,200,150, 16/200SF,15N197,,,,
SF,15,57,60, 15/57SF,15N060,,Shields are aligned on NE-SW,,
SF,15,114,80, 15/114SF,15N112,,,,
SF,15,282,80, 15/282SF,15N283,,,,
SF,15,308,150, 15/308SF,15N300,,Radar dark shields on Radar bright plains; moderate # density,,
SF,14.5,94,80x40, 14.5/94SF,15N095,,Elongated small cluster,,
SF,14.5,263,220, 14.5/263SF,15N266,,"Lots of pits; Radar bright digitate flows associated; ""RF-like""  character to entire field",,
SF,14.5,268,200, 14.5/268SF,15N266,,Low # density,,
SF,14.5,271.5,150, 14.5/271.5SF,15N266,,,,
SF,14,131,200, 14/131SF,15N129,,,,
SF,14,300,150, 14/300SF,15N300,,Small radar bright edifices; moderate to high # density,,
SF,13.5,118,100, 13.5/118SF,15N112,,,,
SF,13.5,273.5,200, 13.5/273.5SF,15N266,,High # density,,
SF,13,256,80, 13/256SF,15N249,,,,
SF,13,280,300, 13/280SF,15N283,,Dense concentration,,
SF,13,314.5,250, 13/314.5SF,15N317,,"High # density;radar radar bright, radar dark flows to  radius 200 km; radar bright and radar dark shields; many morphological types",,
SF,13,321,250, 13/321SF,15N317,,Radar bright shields in Radar bright fractured plains surrounded by radar dark featureless plains; high # density,,
SF,12.5,20.5,100, 12.5/20.5SF,15N026,,Surrounded by large circular region >200 km in diam--SF just off of fracture belt,,
SF,12.5,265,150, 12.5/265SF,15N266,,,,
SF,12.5,341,80x150, 12.5/341SF,15N335,,Associated w/radar dark radiating flows,,
SF,12,72,50, 12/72SF,15N077,,Low # density; Radar dark shields w/pits.,,
SF,12,111,>1000, 12/111SF,15N112,,Center of general region of high shield density and mottled plains to S. of 15 degrees latitude,,
SF,12,163,600, 12/163SF,15N163,,Slightly diffuse concentration; radar bright aureoles,,
SF,12,206.5,200, 12/206.5SF,15N215,,Low # density; associated light and radar dark plains,,
SF,12,272,180, 12/272SF,15N266,,"High # density; associated regional flows, associated topography (high?)",,
SF,11,78,60, 11/78SF,15N077,,Fractured plains; associated flows.,,
SF,11,136,150, 11/136SF,15N129,,,,
SF,11,287,200, 11/287SF,15N283,,Low SFCumber density,,
SF,10.5,303.5,150, 10.5/303.5SF,15N300,,Associated flows extend 250 km from center to SFC & S,,
SF,10,147,300x225, 10/147SF,15N146,,,,
SF,10,182,220x80, 10/182SF,15N180,,Elongate zone between 2 ridge belts,,
SF,10,230.5,300, 10/230.5SF,15N232,,"Elongate pits w/some ""RF-type"" and some normal shields; associated regional flows; all pits oriented along regional NW trend",,
SF,10,267,200, 10/267SF,15N266,,Some Radar dark and Radar bright apron shields (where sorrounding plains are radar bright or radar dark respectively),,
SF,9.5,153,200x300, 9.5/153SF,15N146,,,,
SF,9.5,354,200, 9.5/354SF,15N352,,Low concentration of shields; associated Radar dark flows.,,
SF,9,280,400, 9/280SF,15N283,,Radar dark shields and associated. mottled plains,,
SF,8.5,74,100, 8.5/74SF,15N077,,Large summit pits; low # density,,
SF,8.5,296.5,100, 8.5/296.5SF,15N300,,Moderate # density,,
SF,8,6.5,150, 8/6.5SF,15N009,,Some radial flows,,
SF,8,79,80, 8/79SF,15N077,,"Edge of ""graben belt""; radial flows associated",,
SF,8,212,150x100, 8/212SF,15N215,,,,
SF,8,234,100, 8/234SF,15N232,,Associated w/very Radar dark plains; Radar bright shields (one has lobes at base); low # density,,
SF,7,150,150, 7/150SF,00N146,,Radar dark flows and Radar bright aureoles,,
SF,6.5,323,400,6.5/323SF,00N317;301,,Well-defined shield-shaped; high # density,,
SF,6,7,100, 6/7SF,00N009,,,,
SF,6,280,200, 6/280SF,00N283,,Average # density,,
SF,5.5,146,250, 5.5/146SF,00N146,,Radar dark center ~100 km ; associated mottled flows?; Thru-going(?) structural trend; clear example,,
SF,5.5,231,100, 5.5/231SF,00N232,,Domical shields; few summit pits visible,,
SF,5,143,100x60, 5/143SF,00N146,,,,
SF,5,257,200, 5/257SF,00N249,,,,
SF,5,262,150, 5/262SF,00N266,,,,
SF,4.5,199.5,100, 4.5/199.5SF,00N197,,"Maximum concentration area is 100 km diameter, high # density of shields in region over 500 km on flanks of Ozza",,
SF,4.5,217,200, 4.5/217SF,00N215,,"Concentration of larger shields, each about 10 km",,
SF,4.5,295.5,250x200, 4.5/295.5SF,00N300,,Radar bright shields in moderately Radar dark plains embaying tessera,,
SF,4,145,90, 4/145SF,00N146,,,,
SF,4,317,80, 4/317SF,00N317,,Summit pits; located near rift/fracture belt,,
SF,4,349,100, 4/349SF,00N352,,~5 km CD within field,,
SF,3.5,190,250x100, 3.5/190SF,00N197,,,,
SF,3.5,227.5,100, 3.5/222.5SF,00N232,,All apppear to have summit pits,,
SF,3.5,273.5,250x200, 3.5/273.5SF,00N266,,Radar bright shields; overlaps CO,,
SF,3.5,275,150, 3.5/275SF,00N283,,includes at least one RF-type small shield,,
SF,3.5,283.5,200x150, 3.5/283.5SF,00N283,,Average # density,,
SF,3.5,326.5,150x100,3.5/326.5SF,00N335;301,,Low # density,,
SF,3,12,250, 3/12SF,00N009,,Low # density of shields,,
SF,3,210,80, 3/210SF,00N215,,,,
SF,3,263,200, 3/263SF,00N266,,Associated w/mottled flow region surrounding to 500 km; some of the flows appear to be radial to SF,,
SF,2.5,245,500, 2.5/245SF,00N249,,Radar dark shields w/Radar bright pits; associated Radar bright and Radar dark mottled plains; clear example,,
SF,2,163,600, 2/163SF,00N163,,"Field of predominantly Radar bright circular aureoles, some visible shields and Radar dark flows, and a small LC",,
SF,2,260,150, 2/260SF,00N266,,Low # density,,
SF,2,315,80, 2/315SF,00N317,,Located near center of LV at 2/316 on fracture trend; no visible vent alignments,,
SF,1.5,143,150x100, 1.5/143SF,00N146,,,,
SF,1.5,277.5,150, 1.5/277.5SF,00N283,,Large SFCumber density; associated Radar bright and Radar dark long flows to S and E; associated RF-type and FD-like edifices,,
SF,1,21.5,250, 1/21.5SF,00N026,,,,
SF,1,168.5,100, 1/168.5SF,00N163,,,,
SF,1,270.5,60, 1/270.5SF,00N266,,,,
SF,1,275,150, 1/275SF,00N283,,Average # density,,
SF,1,318,60, 1/318SF,00N317,,"Minimum, w/larger area of small shields in general region SE of fracture trend",,
SF,1,335.5,200x50, 1/335.5SF,00N335,,Elongate,,
SF,0.5,173,70, 0.5/173SF,00N180,,,,
SF,0.5,320.5,50,0.5/320.5SF,00N317;301,,Located within partially buried CO-like structural pattern 150 km diam; mod # density,,
SF,0,216,200x100, 0/216SF,00N215,,,,
SF,0,283,250, 0/283SF,00N283,,Moderately large # density,,
SF,-1,239,500X350, -1/239SF,00N232,,Elongate pit; RF-type small shields at northern edge of field,,
SF,-1,279,150x100, -1/279SF,00N283,,Average # density,,
SF,-1,301,200, -1/301SF,00N300,,Low # density; interior of CO? at 2/301,,
SF,-1.5,173,80, -1.5/173SF,00N180,,Located within pseudo-CO(?)-type feature,,
SF,-2,286,80, -2/286SF,00N283,,Located on flank of rift; average # density,,
SF,-2,307,225, -2/307SF,00N300,,Located on and partially burying fracture belt; associated Radar bright flows; high # density,,
SF,-2.5,320,40, -2.5/320SF,00N317,,Radar bright shields,,
SF,-3,188,250, -3/188SF,00N180,,Radar dark w/ Radar bright halos in center of field,,
SF,-3.5,224,100, -3.5/224SF,00N232,,Low # density; associated w/ Radar dark plains,,
SF,-3.5,246,200, -3.5/246SF,00N249,,Associated w/ 2 CD-like features ea 60 km,,
SF,-3.5,324,150, -3.5/324SF,00N317;301,,Moderate # density; inside partially circumferential CO-like pattern 300 km diam,,
SF,-4,201,100, -4/201SF,00N197,,,,
SF,-4,211.5,70, -4/211.5SF,00N215,,,,"CO, Ref 1"
SF,-4,252,300, -4/252SF,00N249,,Broad region of shields,,
SF,-4.5,242.5,150, -4.5/242.5SF,00N249,,,,
SF,-4.5,331.5,200, -4.5/331.5SF,00N335;301,,Moderate # density,,
SF,-5,251,60, -5/251SF,00N249,,,,
SF,-5,292,150, -5/292SF,00N283,,,,
SF,-6,5,100, -6/5SF,00N009,,,,
SF,-6,210,100, -6/210SF,00N215,,,,
SF,-6,305.5,150, -6/305.5SF,00N300,,,,
SF,-6,309.5,20x30, -6/309.5SF,00N317,,Several elongate groups; small #; maybe aligned along ridge pattern or visible due to higher topography,,
SF,-6.5,289,100x75, -6.5/289SF,00N283,,Average # density,,
SF,-7,259.5,80, -7/259.5SF,00N266,,,,
SF,-7,335,200, -7/335SF,00N335,,Broad region of shields; low # density,,
SF,-8,236,150, -8/236SF,15S232,,Radar dark shields,,
SF,-8,259.5,100, -8/259.5SF,15S266,,Radar bright shields on Radar dark plains,,
SF,-8.5,330,150, -8.5/330SF,15S335;301,,Moderate # density,,
SF,-9,308.5,300+, -9/308.5SF,15S300,,"(Half of field on this C1); well-defined topographic edifices, many w/summit pits, many w/RF-type morphology; field associated",,
SF,-9,332.5,200, -9/332.5SF,15S335;301,,High # density,,
SF,-9.5,300,50x60, -9.5/300SF,15S300,,,,
SF,-10,32,100, -10.5/32SF,15S026,,Low # density,,
SF,-10,288,150x80, -10/288SF,15S283,,Radar dark shields; low # density,,
SF,-10,334,150, -10/334SF,15S335,,Radar dark amoeba-shaped vent complex,,
SF,-10,336,150, -10/336SF,15S335,,Low # density cluster assoc. with cluster below,,
SF,-10.5,253,70, -10.5/253SF,15S249,,,,
SF,-10.5,314,120, -10.5/314SF,15S317,,,,
SF,-11,230.5,300x250, -11/230.5SF,15S232,,Shields w/RF-like characteristics on southern edge of field,,
SF,-11,246,100, -11/246SF,15S249,,,,
SF,-11,281,60, -11/281SF,15S283,,Located in Radar dark plains within tessera field,,
SF,-11,339.5,150, -11/339.5SF,15S335,,Partially burying surrounding structure (could be inside old corona),,
SF,-11.5,14.5,150x100, -11.5/14.5SF,15S009,,,,
SF,-11.5,47,200, -11.5/47SF,15S043,,Located on margin of corona; mod to high # density,,
SF,-12,337,100, -12/337SF,15S335,,Adjacent mottled plains,,
SF,-12.5,13,80, -12.5/13SF,15S009,,"Buries local fractures, very small size shields; clear example",,
SF,-12.5,17,200, -12.5/17SF,15S009,,"Radar dark plains, Radar bright aureoles",,
SF,-12.5,69,90, -12.5/69SF,15S077,,,,
SF,-12.5,198,200, -12.5/198SF,15S197,,clear example; includes some intermediate sized shields; faint associated lava flows,,
SF,-12.5,286,150, -12.5/286SF,15S283,,,,
SF,-13,348,150, -13/348SF,15S352,,Circular region of associated mottled flows.,,
SF,-13.5,68,150, -13.5/68SF,15S060,,,,
SF,-14.5,317.5,150, -14.5/317.5SF,15S317;201,,Old terrain? low # density,,
SF,-15,22,250, -15/22SF,15S026,,Very small radialar-Radar bright shields,,
SF,-15,71,100, -15/71SF,15S077,,Radar bright aureoles,,
SF,-15,184,200, -15/184SF,15S180,,Includes many local pits and small LC,,
SF,-15.5,36,200x100, -15.5/36SF,15S043,,Mod # density; sm edifices,,
SF,-15.5,325,250, -15.5/325SF,15S317;301,,Moderate to high # density,,
SF,-16,326,175, -16/326SF,15S335;301,,associated Radar dark flows,,
SF,-16,339,70, -16/339SF,15S335,,,,
SF,-16,353,100, -16/353SF,15S352,,Possible associated flows.,,
SF,-16.5,294,350x200, -16.5/294SF,15S300,,,,
SF,-16.5,300,200, -16.5/300SF,15S300,,Radar bright  shields,,
SF,-17,70,100, -17/70SF,15S077,,Radar bright aureoles,,
SF,-17,159,200, -17/159SF,15S163,,Region of very low # density and Radar dark plains,,
SF,-17,298,150, -17/298SF,15S300,,Apparent topographic high associated w/small field; associated Radar dark radial flows,,
SF,-17,338,40, -17/338SF,15S335,,Radar bright Aureoles,,
SF,-17.5,244.5,150, -17.5/244.5SF,15S249,,Located on center of LV and on margin of CO,,
SF,-18,272.5,300X150, -18/272.5SF,15S266,,,,
SF,-19,185,80, -19/185SF,15S180,,"Shields and some ""flattop shields""",,
SF,-19,209,150x20, -19/209SF,15S215,,Narrow; partially buried(?),,
SF,-19.5,293,150, -19.5/293SF,15S300,,Many summit pits,,
SF,-20,22,200, -20/22SF,15S026,,Broad region of low # density shields,,
SF,-20,88,100, -20/88SF,15S095,,,,
SF,-20,211,80, -20/211SF,15S215,,Small edifices; radar dark aureoles,,
SF,-20,335,60, -20/335SF,15S335,,Located in SFC-like larger structure,,
SF,-20,349,200x80, -20/349SF,15S352,,Elongated cluster,,
SF,-20.5,46.5,50, -20.5/46.5SF,15S043,,Moderate # density,,
SF,-20.5,232,100, -20.5/232SF,15S232,,Superposed on radial fractures associated w/AR,,
SF,-20.5,268,100, -20.5/268SF,15S266,,,,
SF,-20.5,296.5,300, -20.5/296.5SF,15S300,,High # density; central 150 km area is very high # density and associated w/Radar dark plains; clear example,,
SF,-20.5,321.5,150, -20.5/321.5SF,15S317;301,,Low # density,,
SF,-21,255,150, -21/255SF,15S249,,Small cluster of moderately large shields,,
SF,-21.5,51,100, -21.5/51SF,15S043,,Sm Radar bright edifices in Radar bright plains; mod # density,,
SF,-21.5,224.5,200x60, -21.5/224.5SF,15S232,,Elongate along faint structural trend,,
SF,-21.5,324,120, -21.5/324SF,15S317;301,,High # density,,
SF,-22,258,100X50, -22/258SF,15S266,,Aligned along rift trend,,
SF,-22,305,200, -22/305SF,15S300,,,,
SF,-22,326,150, -22/326SF,15S335;301,,,,
SF,-22.5,209,100, -22.5/209SF,15S215,,,,
SF,-23,197,150, -23/197SF,30S189,,,,
SF,-23,331,500x300, -23/331SF,30S333;301,,Moderate # density; sm local clusters of 50 km diam,,
SF,-24,86,200x100, -24/86SF,30S081,,Elongate cluster,,
SF,-24,230.5,100, -24/230.5SF,30S225,,Contains some Radar dark flattops; abundant summit pits,,
SF,-24,234,100, -24/234SF,30S243,,,,
SF,-24,236,200, -24/236SF,30S243,,Radar dark shields,,
SF,-24,278,500, -24/278SF,30S279,,Associated w/ mottled plains; clear example,,
SF,-24,295.5,100, -24/295.5SF,30S297,,Superposed impact crater,,
SF,-24,300,150x100, -24/300SF,30S297,,,,
SF,-24.5,343,150, -24.5/343SF,30S333,,,,
SF,-25,72.5,100, -25/72.5SF,30S081,,Located within Nishtigri Corona (-24.5/72CO),,
SF,-25,92,150, -25/92SF,30S099,,Low # density,,
SF,-25,242,100x200, -25/242SF,30S243,,Located on ridge-like structure,,
SF,-25,303.5,100, -25/303.5SF,30S297,,High # density; clear example; radar dark shields onr adar bright plains associated w/radar bright amoeba-shaped lava flows,,
SF,-26,233,100, -26/233SF,30S225,,,,
SF,-26,288.5,75, -26/288.5SF,30S297,,,,
